respondent_id,group,element,subelement,score,timestamp
SLT_2,SLT,Learning Design,Tailored to learner needs,3,2024-06-01T10:01:00Z
SLT_2,SLT,Learning Design,Content relevance and quality,3,2024-06-01T10:01:00Z
SLT_2,SLT,Learning Design,Engaging delivery formats,3,2024-06-01T10:01:00Z
SLT_2,SLT,Learning Design,Practical application,3,2024-06-01T10:01:00Z
SLT_2,SLT,Learning Culture,Psychological safety,2,2024-06-01T10:01:00Z
SLT_2,SLT,Learning Culture,Manager support for learning,2,2024-06-01T10:01:00Z
SLT_2,SLT,Learning Culture,Time/space for learning,2,2024-06-01T10:01:00Z
SLT_2,SLT,Learning Culture,Shared responsibility,2,2024-06-01T10:01:00Z
SLT_2,SLT,Platform and Tools,Ease of navigation,3,2024-06-01T10:01:00Z
SLT_2,SLT,Platform and Tools,Integration with daily work,4,2024-06-01T10:01:00Z
SLT_2,SLT,Platform and Tools,Insightful data usage,4,2024-06-01T10:01:00Z
SLT_2,SLT,Platform and Tools,"Modern, relevant tools",4,2024-06-01T10:01:00Z
SLT_2,SLT,Integration with Talent,Learning-to-career connection,1,2024-06-01T10:01:00Z
SLT_2,SLT,Integration with Talent,Performance-driven development,3,2024-06-01T10:01:00Z
SLT_2,SLT,Integration with Talent,Role in succession planning,3,2024-06-01T10:01:00Z
SLT_2,SLT,Integration with Talent,Integration with HR systems,3,2024-06-01T10:01:00Z
SLT_2,SLT,Learning Impact,Beyond attendance tracking,5,2024-06-01T10:01:00Z
SLT_2,SLT,Learning Impact,Connection to business metrics,5,2024-06-01T10:01:00Z
SLT_2,SLT,Learning Impact,Observed behavior change,5,2024-06-01T10:01:00Z
SLT_2,SLT,Learning Impact,Continuous feedback loop,5,2024-06-01T10:01:00Z
SLT_2,SLT,Future Capability,Future skill planning,4,2024-06-01T10:01:00Z
SLT_2,SLT,Future Capability,Trend-based strategy,2,2024-06-01T10:01:00Z
SLT_2,SLT,Future Capability,Supports growth mindset,2,2024-06-01T10:01:00Z
SLT_2,SLT,Future Capability,Capability roadmap,4,2024-06-01T10:01:00Z
SLT_3,SLT,Strategic Connection,Alignment with business strategy,5,2024-06-01T10:02:00Z
SLT_3,SLT,Strategic Connection,Leadership support for learning,4,2024-06-01T10:02:00Z
SLT_3,SLT,Strategic Connection,Future capability planning,4,2024-06-01T10:02:00Z
SLT_3,SLT,Strategic Connection,Business stakeholder input,5,2024-06-01T10:02:00Z
SLT_3,SLT,Needs Analysis,Prioritization by impact,4,2024-06-01T10:02:00Z
SLT_3,SLT,Needs Analysis,Data and discussion mix,4,2024-06-01T10:02:00Z
SLT_3,SLT,Needs Analysis,Ongoing analysis process,3,2024-06-01T10:02:00Z
SLT_3,SLT,Needs Analysis,Insights drive decisions,5,2024-06-01T10:02:00Z
SLT_3,SLT,Learning Design,Tailored to learner needs,3,2024-06-01T10:02:00Z
SLT_3,SLT,Learning Design,Content relevance and quality,3,2024-06-01T10:02:00Z
SLT_3,SLT,Learning Design,Engaging delivery formats,4,2024-06-01T10:02:00Z
SLT_3,SLT,Learning Design,Practical application,3,2024-06-01T10:02:00Z
SLT_3,SLT,Learning Culture,Psychological safety,2,2024-06-01T10:02:00Z
SLT_3,SLT,Learning Culture,Manager support for learning,2,2024-06-01T10:02:00Z
SLT_3,SLT,Learning Culture,Time/space for learning,2,2024-06-01T10:02:00Z
SLT_3,SLT,Learning Culture,Shared responsibility,3,2024-06-01T10:02:00Z
SLT_3,SLT,Platform and Tools,Ease of navigation,5,2024-06-01T10:02:00Z
SLT_3,SLT,Platform and Tools,Integration with daily work,4,2024-06-01T10:02:00Z
SLT_3,SLT,Platform and Tools,Insightful data usage,5,2024-06-01T10:02:00Z
SLT_3,SLT,Platform and Tools,"Modern, relevant tools",5,2024-06-01T10:02:00Z
SLT_3,SLT,Integration with Talent,Learning-to-career connection,2,2024-06-01T10:02:00Z
SLT_3,SLT,Integration with Talent,Performance-driven development,3,2024-06-01T10:02:00Z
SLT_3,SLT,Integration with Talent,Role in succession planning,2,2024-06-01T10:02:00Z
SLT_3,SLT,Integration with Talent,Integration with HR systems,3,2024-06-01T10:02:00Z
SLT_3,SLT,Learning Impact,Beyond attendance tracking,5,2024-06-01T10:02:00Z
SLT_3,SLT,Learning Impact,Connection to business metrics,4,2024-06-01T10:02:00Z
SLT_3,SLT,Learning Impact,Observed behavior change,5,2024-06-01T10:02:00Z
SLT_3,SLT,Learning Impact,Continuous feedback loop,5,2024-06-01T10:02:00Z
SLT_3,SLT,Future Capability,Future skill planning,3,2024-06-01T10:02:00Z
SLT_3,SLT,Future Capability,Trend-based strategy,4,2024-06-01T10:02:00Z
SLT_3,SLT,Future Capability,Supports growth mindset,3,2024-06-01T10:02:00Z
SLT_3,SLT,Future Capability,Capability roadmap,3,2024-06-01T10:02:00Z
SLT_4,SLT,Strategic Connection,Alignment with business strategy,5,2024-06-01T10:03:00Z
SLT_4,SLT,Strategic Connection,Leadership support for learning,5,2024-06-01T10:03:00Z
SLT_4,SLT,Strategic Connection,Future capability planning,5,2024-06-01T10:03:00Z
SLT_4,SLT,Strategic Connection,Business stakeholder input,5,2024-06-01T10:03:00Z
SLT_4,SLT,Needs Analysis,Prioritization by impact,4,2024-06-01T10:03:00Z
SLT_4,SLT,Needs Analysis,Data and discussion mix,4,2024-06-01T10:03:00Z
SLT_4,SLT,Needs Analysis,Ongoing analysis process,4,2024-06-01T10:03:00Z
SLT_4,SLT,Needs Analysis,Insights drive decisions,4,2024-06-01T10:03:00Z
SLT_4,SLT,Learning Design,Tailored to learner needs,3,2024-06-01T10:03:00Z
SLT_4,SLT,Learning Design,Content relevance and quality,2,2024-06-01T10:03:00Z
SLT_4,SLT,Learning Design,Engaging delivery formats,3,2024-06-01T10:03:00Z
SLT_4,SLT,Learning Design,Practical application,3,2024-06-01T10:03:00Z
SLT_4,SLT,Learning Culture,Psychological safety,1,2024-06-01T10:03:00Z
SLT_4,SLT,Learning Culture,Manager support for learning,1,2024-06-01T10:03:00Z
SLT_4,SLT,Learning Culture,Time/space for learning,2,2024-06-01T10:03:00Z
SLT_4,SLT,Learning Culture,Shared responsibility,2,2024-06-01T10:03:00Z
SLT_4,SLT,Platform and Tools,Ease of navigation,4,2024-06-01T10:03:00Z
SLT_4,SLT,Platform and Tools,Integration with daily work,5,2024-06-01T10:03:00Z
SLT_4,SLT,Platform and Tools,Insightful data usage,4,2024-06-01T10:03:00Z
SLT_4,SLT,Platform and Tools,"Modern, relevant tools",5,2024-06-01T10:03:00Z
SLT_4,SLT,Integration with Talent,Learning-to-career connection,3,2024-06-01T10:03:00Z
SLT_4,SLT,Integration with Talent,Performance-driven development,2,2024-06-01T10:03:00Z
SLT_4,SLT,Integration with Talent,Role in succession planning,1,2024-06-01T10:03:00Z
SLT_4,SLT,Integration with Talent,Integration with HR systems,3,2024-06-01T10:03:00Z
SLT_4,SLT,Learning Impact,Beyond attendance tracking,5,2024-06-01T10:03:00Z
SLT_4,SLT,Learning Impact,Connection to business metrics,5,2024-06-01T10:03:00Z
SLT_4,SLT,Learning Impact,Observed behavior change,5,2024-06-01T10:03:00Z
SLT_4,SLT,Learning Impact,Continuous feedback loop,5,2024-06-01T10:03:00Z
SLT_4,SLT,Future Capability,Future skill planning,3,2024-06-01T10:03:00Z
SLT_4,SLT,Future Capability,Trend-based strategy,3,2024-06-01T10:03:00Z
SLT_4,SLT,Future Capability,Supports growth mindset,4,2024-06-01T10:03:00Z
SLT_4,SLT,Future Capability,Capability roadmap,3,2024-06-01T10:03:00Z
SLT_5,SLT,Strategic Connection,Alignment with business strategy,5,2024-06-01T10:04:00Z
SLT_5,SLT,Strategic Connection,Leadership support for learning,5,2024-06-01T10:04:00Z
SLT_5,SLT,Strategic Connection,Future capability planning,5,2024-06-01T10:04:00Z
SLT_5,SLT,Strategic Connection,Business stakeholder input,5,2024-06-01T10:04:00Z
SLT_5,SLT,Needs Analysis,Prioritization by impact,4,2024-06-01T10:04:00Z
SLT_5,SLT,Needs Analysis,Data and discussion mix,4,2024-06-01T10:04:00Z
SLT_5,SLT,Needs Analysis,Ongoing analysis process,3,2024-06-01T10:04:00Z
SLT_5,SLT,Needs Analysis,Insights drive decisions,4,2024-06-01T10:04:00Z
SLT_5,SLT,Learning Design,Tailored to learner needs,2,2024-06-01T10:04:00Z
SLT_5,SLT,Learning Design,Content relevance and quality,3,2024-06-01T10:04:00Z
SLT_5,SLT,Learning Design,Engaging delivery formats,3,2024-06-01T10:04:00Z
SLT_5,SLT,Learning Design,Practical application,3,2024-06-01T10:04:00Z
SLT_5,SLT,Learning Culture,Psychological safety,1,2024-06-01T10:04:00Z
SLT_5,SLT,Learning Culture,Manager support for learning,2,2024-06-01T10:04:00Z
SLT_5,SLT,Learning Culture,Time/space for learning,3,2024-06-01T10:04:00Z
SLT_5,SLT,Learning Culture,Shared responsibility,3,2024-06-01T10:04:00Z
SLT_5,SLT,Platform and Tools,Ease of navigation,5,2024-06-01T10:04:00Z
SLT_5,SLT,Platform and Tools,Integration with daily work,4,2024-06-01T10:04:00Z
SLT_5,SLT,Platform and Tools,Insightful data usage,3,2024-06-01T10:04:00Z
SLT_5,SLT,Platform and Tools,"Modern, relevant tools",5,2024-06-01T10:04:00Z
SLT_5,SLT,Integration with Talent,Learning-to-career connection,1,2024-06-01T10:04:00Z
SLT_5,SLT,Integration with Talent,Performance-driven development,2,2024-06-01T10:04:00Z
SLT_5,SLT,Integration with Talent,Role in succession planning,3,2024-06-01T10:04:00Z
SLT_5,SLT,Integration with Talent,Integration with HR systems,1,2024-06-01T10:04:00Z
SLT_5,SLT,Learning Impact,Beyond attendance tracking,5,2024-06-01T10:04:00Z
SLT_5,SLT,Learning Impact,Connection to business metrics,5,2024-06-01T10:04:00Z
SLT_5,SLT,Learning Impact,Observed behavior change,5,2024-06-01T10:04:00Z
SLT_5,SLT,Learning Impact,Continuous feedback loop,5,2024-06-01T10:04:00Z
SLT_5,SLT,Future Capability,Future skill planning,3,2024-06-01T10:04:00Z
SLT_5,SLT,Future Capability,Trend-based strategy,2,2024-06-01T10:04:00Z
SLT_5,SLT,Future Capability,Supports growth mindset,3,2024-06-01T10:04:00Z
SLT_5,SLT,Future Capability,Capability roadmap,3,2024-06-01T10:04:00Z
SLT_6,SLT,Strategic Connection,Alignment with business strategy,5,2024-06-01T10:05:00Z
SLT_6,SLT,Strategic Connection,Leadership support for learning,4,2024-06-01T10:05:00Z
SLT_6,SLT,Strategic Connection,Future capability planning,5,2024-06-01T10:05:00Z
SLT_6,SLT,Strategic Connection,Business stakeholder input,4,2024-06-01T10:05:00Z
SLT_6,SLT,Needs Analysis,Prioritization by impact,4,2024-06-01T10:05:00Z
SLT_6,SLT,Needs Analysis,Data and discussion mix,3,2024-06-01T10:05:00Z
SLT_6,SLT,Needs Analysis,Ongoing analysis process,4,2024-06-01T10:05:00Z
SLT_6,SLT,Needs Analysis,Insights drive decisions,4,2024-06-01T10:05:00Z
SLT_6,SLT,Learning Design,Tailored to learner needs,3,2024-06-01T10:05:00Z
SLT_6,SLT,Learning Design,Content relevance and quality,2,2024-06-01T10:05:00Z
SLT_6,SLT,Learning Design,Engaging delivery formats,4,2024-06-01T10:05:00Z
SLT_6,SLT,Learning Design,Practical application,4,2024-06-01T10:05:00Z
SLT_6,SLT,Learning Culture,Psychological safety,2,2024-06-01T10:05:00Z
SLT_6,SLT,Learning Culture,Manager support for learning,3,2024-06-01T10:05:00Z
SLT_6,SLT,Learning Culture,Time/space for learning,2,2024-06-01T10:05:00Z
SLT_6,SLT,Learning Culture,Shared responsibility,1,2024-06-01T10:05:00Z
SLT_6,SLT,Platform and Tools,Ease of navigation,3,2024-06-01T10:05:00Z
SLT_6,SLT,Platform and Tools,Integration with daily work,4,2024-06-01T10:05:00Z
SLT_6,SLT,Platform and Tools,Insightful data usage,3,2024-06-01T10:05:00Z
SLT_6,SLT,Platform and Tools,"Modern, relevant tools",4,2024-06-01T10:05:00Z
SLT_6,SLT,Integration with Talent,Learning-to-career connection,2,2024-06-01T10:05:00Z
SLT_6,SLT,Integration with Talent,Performance-driven development,2,2024-06-01T10:05:00Z
SLT_6,SLT,Integration with Talent,Role in succession planning,1,2024-06-01T10:05:00Z
SLT_6,SLT,Integration with Talent,Integration with HR systems,1,2024-06-01T10:05:00Z
SLT_6,SLT,Learning Impact,Beyond attendance tracking,4,2024-06-01T10:05:00Z
SLT_6,SLT,Learning Impact,Connection to business metrics,5,2024-06-01T10:05:00Z
SLT_6,SLT,Learning Impact,Observed behavior change,5,2024-06-01T10:05:00Z
SLT_6,SLT,Learning Impact,Continuous feedback loop,5,2024-06-01T10:05:00Z
SLT_6,SLT,Future Capability,Future skill planning,2,2024-06-01T10:05:00Z
SLT_6,SLT,Future Capability,Trend-based strategy,3,2024-06-01T10:05:00Z
SLT_6,SLT,Future Capability,Supports growth mindset,3,2024-06-01T10:05:00Z
SLT_6,SLT,Future Capability,Capability roadmap,2,2024-06-01T10:05:00Z
LDT_1,LDT,Strategic Connection,Alignment with business strategy,5,2024-06-01T10:00:00Z
LDT_1,LDT,Strategic Connection,Leadership support for learning,5,2024-06-01T10:00:00Z
LDT_1,LDT,Strategic Connection,Future capability planning,4,2024-06-01T10:00:00Z
LDT_1,LDT,Strategic Connection,Business stakeholder input,5,2024-06-01T10:00:00Z
LDT_1,LDT,Needs Analysis,Prioritization by impact,3,2024-06-01T10:00:00Z
LDT_1,LDT,Needs Analysis,Data and discussion mix,3,2024-06-01T10:00:00Z
LDT_1,LDT,Needs Analysis,Ongoing analysis process,2,2024-06-01T10:00:00Z
LDT_1,LDT,Needs Analysis,Insights drive decisions,3,2024-06-01T10:00:00Z
LDT_1,LDT,Learning Design,Tailored to learner needs,5,2024-06-01T10:00:00Z
LDT_1,LDT,Learning Design,Content relevance and quality,5,2024-06-01T10:00:00Z
LDT_1,LDT,Learning Design,Engaging delivery formats,5,2024-06-01T10:00:00Z
LDT_1,LDT,Learning Design,Practical application,5,2024-06-01T10:00:00Z
LDT_1,LDT,Learning Culture,Psychological safety,2,2024-06-01T10:00:00Z
LDT_1,LDT,Learning Culture,Manager support for learning,2,2024-06-01T10:00:00Z
LDT_1,LDT,Learning Culture,Time/space for learning,2,2024-06-01T10:00:00Z
LDT_1,LDT,Learning Culture,Shared responsibility,1,2024-06-01T10:00:00Z
LDT_1,LDT,Platform and Tools,Ease of navigation,2,2024-06-01T10:00:00Z
LDT_1,LDT,Platform and Tools,Integration with daily work,3,2024-06-01T10:00:00Z
LDT_1,LDT,Platform and Tools,Insightful data usage,3,2024-06-01T10:00:00Z
LDT_1,LDT,Platform and Tools,"Modern, relevant tools",2,2024-06-01T10:00:00Z
LDT_1,LDT,Integration with Talent,Learning-to-career connection,5,2024-06-01T10:00:00Z
LDT_1,LDT,Integration with Talent,Performance-driven development,5,2024-06-01T10:00:00Z
LDT_1,LDT,Integration with Talent,Role in succession planning,5,2024-06-01T10:00:00Z
LDT_1,LDT,Integration with Talent,Integration with HR systems,5,2024-06-01T10:00:00Z
LDT_1,LDT,Learning Impact,Beyond attendance tracking,2,2024-06-01T10:00:00Z
LDT_1,LDT,Learning Impact,Connection to business metrics,3,2024-06-01T10:00:00Z
LDT_1,LDT,Learning Impact,Observed behavior change,4,2024-06-01T10:00:00Z
LDT_1,LDT,Learning Impact,Continuous feedback loop,3,2024-06-01T10:00:00Z
LDT_1,LDT,Future Capability,Future skill planning,3,2024-06-01T10:00:00Z
LDT_1,LDT,Future Capability,Trend-based strategy,3,2024-06-01T10:00:00Z
LDT_1,LDT,Future Capability,Supports growth mindset,4,2024-06-01T10:00:00Z
LDT_1,LDT,Future Capability,Capability roadmap,3,2024-06-01T10:00:00Z
LDT_2,LDT,Strategic Connection,Alignment with business strategy,5,2024-06-01T10:01:00Z
LDT_2,LDT,Strategic Connection,Leadership support for learning,5,2024-06-01T10:01:00Z
LDT_2,LDT,Strategic Connection,Future capability planning,4,2024-06-01T10:01:00Z
LDT_2,LDT,Strategic Connection,Business stakeholder input,3,2024-06-01T10:01:00Z
LDT_2,LDT,Needs Analysis,Prioritization by impact,3,2024-06-01T10:01:00Z
LDT_2,LDT,Needs Analysis,Data and discussion mix,4,2024-06-01T10:01:00Z
LDT_2,LDT,Needs Analysis,Ongoing analysis process,3,2024-06-01T10:01:00Z
LDT_2,LDT,Needs Analysis,Insights drive decisions,3,2024-06-01T10:01:00Z
LDT_2,LDT,Learning Design,Tailored to learner needs,5,2024-06-01T10:01:00Z
LDT_2,LDT,Learning Design,Content relevance and quality,4,2024-06-01T10:01:00Z
LDT_2,LDT,Learning Design,Engaging delivery formats,5,2024-06-01T10:01:00Z
LDT_2,LDT,Learning Design,Practical application,5,2024-06-01T10:01:00Z
LDT_2,LDT,Learning Culture,Psychological safety,2,2024-06-01T10:01:00Z
LDT_2,LDT,Learning Culture,Manager support for learning,2,2024-06-01T10:01:00Z
LDT_2,LDT,Learning Culture,Time/space for learning,3,2024-06-01T10:01:00Z
LDT_2,LDT,Learning Culture,Shared responsibility,1,2024-06-01T10:01:00Z
LDT_2,LDT,Platform and Tools,Ease of navigation,1,2024-06-01T10:01:00Z
LDT_2,LDT,Platform and Tools,Integration with daily work,3,2024-06-01T10:01:00Z
LDT_2,LDT,Platform and Tools,Insightful data usage,2,2024-06-01T10:01:00Z
LDT_2,LDT,Platform and Tools,"Modern, relevant tools",1,2024-06-01T10:01:00Z
LDT_2,LDT,Integration with Talent,Learning-to-career connection,5,2024-06-01T10:01:00Z
LDT_2,LDT,Integration with Talent,Performance-driven development,4,2024-06-01T10:01:00Z
LDT_2,LDT,Integration with Talent,Role in succession planning,5,2024-06-01T10:01:00Z
LDT_2,LDT,Integration with Talent,Integration with HR systems,5,2024-06-01T10:01:00Z
LDT_2,LDT,Learning Impact,Beyond attendance tracking,3,2024-06-01T10:01:00Z
LDT_2,LDT,Learning Impact,Connection to business metrics,4,2024-06-01T10:01:00Z
LDT_2,LDT,Learning Impact,Observed behavior change,3,2024-06-01T10:01:00Z
LDT_2,LDT,Learning Impact,Continuous feedback loop,2,2024-06-01T10:01:00Z
LDT_2,LDT,Future Capability,Future skill planning,4,2024-06-01T10:01:00Z
LDT_2,LDT,Future Capability,Trend-based strategy,3,2024-06-01T10:01:00Z
LDT_2,LDT,Future Capability,Supports growth mindset,4,2024-06-01T10:01:00Z
LDT_2,LDT,Future Capability,Capability roadmap,3,2024-06-01T10:01:00Z
LDT_3,LDT,Strategic Connection,Alignment with business strategy,4,2024-06-01T10:02:00Z
LDT_3,LDT,Strategic Connection,Leadership support for learning,4,2024-06-01T10:02:00Z
LDT_3,LDT,Strategic Connection,Future capability planning,5,2024-06-01T10:02:00Z
LDT_3,LDT,Strategic Connection,Business stakeholder input,5,2024-06-01T10:02:00Z
LDT_3,LDT,Needs Analysis,Prioritization by impact,3,2024-06-01T10:02:00Z
LDT_3,LDT,Needs Analysis,Data and discussion mix,2,2024-06-01T10:02:00Z
LDT_3,LDT,Needs Analysis,Ongoing analysis process,3,2024-06-01T10:02:00Z
LDT_3,LDT,Needs Analysis,Insights drive decisions,3,2024-06-01T10:02:00Z
LDT_3,LDT,Learning Design,Tailored to learner needs,5,2024-06-01T10:02:00Z
LDT_3,LDT,Learning Design,Content relevance and quality,4,2024-06-01T10:02:00Z
LDT_3,LDT,Learning Design,Engaging delivery formats,4,2024-06-01T10:02:00Z
LDT_3,LDT,Learning Design,Practical application,4,2024-06-01T10:02:00Z
LDT_3,LDT,Learning Culture,Psychological safety,2,2024-06-01T10:02:00Z
LDT_3,LDT,Learning Culture,Manager support for learning,2,2024-06-01T10:02:00Z
LDT_3,LDT,Learning Culture,Time/space for learning,2,2024-06-01T10:02:00Z
LDT_3,LDT,Learning Culture,Shared responsibility,2,2024-06-01T10:02:00Z
LDT_3,LDT,Platform and Tools,Ease of navigation,2,2024-06-01T10:02:00Z
LDT_3,LDT,Platform and Tools,Integration with daily work,2,2024-06-01T10:02:00Z
LDT_3,LDT,Platform and Tools,Insightful data usage,2,2024-06-01T10:02:00Z
LDT_3,LDT,Platform and Tools,"Modern, relevant tools",2,2024-06-01T10:02:00Z
LDT_3,LDT,Integration with Talent,Learning-to-career connection,5,2024-06-01T10:02:00Z
LDT_3,LDT,Integration with Talent,Performance-driven development,4,2024-06-01T10:02:00Z
LDT_3,LDT,Integration with Talent,Role in succession planning,5,2024-06-01T10:02:00Z
LDT_3,LDT,Integration with Talent,Integration with HR systems,5,2024-06-01T10:02:00Z
LDT_3,LDT,Learning Impact,Beyond attendance tracking,2,2024-06-01T10:02:00Z
LDT_3,LDT,Learning Impact,Connection to business metrics,3,2024-06-01T10:02:00Z
LDT_3,LDT,Learning Impact,Observed behavior change,3,2024-06-01T10:02:00Z
LDT_3,LDT,Learning Impact,Continuous feedback loop,3,2024-06-01T10:02:00Z
LDT_3,LDT,Future Capability,Future skill planning,4,2024-06-01T10:02:00Z
LDT_3,LDT,Future Capability,Trend-based strategy,3,2024-06-01T10:02:00Z
LDT_3,LDT,Future Capability,Supports growth mindset,5,2024-06-01T10:02:00Z
LDT_3,LDT,Future Capability,Capability roadmap,5,2024-06-01T10:02:00Z
LDT_4,LDT,Strategic Connection,Alignment with business strategy,3,2024-06-01T10:03:00Z
LDT_4,LDT,Strategic Connection,Leadership support for learning,3,2024-06-01T10:03:00Z
LDT_4,LDT,Strategic Connection,Future capability planning,3,2024-06-01T10:03:00Z
LDT_4,LDT,Strategic Connection,Business stakeholder input,5,2024-06-01T10:03:00Z
LDT_4,LDT,Needs Analysis,Prioritization by impact,2,2024-06-01T10:03:00Z
LDT_4,LDT,Needs Analysis,Data and discussion mix,3,2024-06-01T10:03:00Z
LDT_4,LDT,Needs Analysis,Ongoing analysis process,3,2024-06-01T10:03:00Z
LDT_4,LDT,Needs Analysis,Insights drive decisions,4,2024-06-01T10:03:00Z
LDT_4,LDT,Learning Design,Tailored to learner needs,5,2024-06-01T10:03:00Z
LDT_4,LDT,Learning Design,Content relevance and quality,5,2024-06-01T10:03:00Z
LDT_4,LDT,Learning Design,Engaging delivery formats,4,2024-06-01T10:03:00Z
LDT_4,LDT,Learning Design,Practical application,4,2024-06-01T10:03:00Z
LDT_4,LDT,Learning Culture,Psychological safety,1,2024-06-01T10:03:00Z
LDT_4,LDT,Learning Culture,Manager support for learning,2,2024-06-01T10:03:00Z
LDT_4,LDT,Learning Culture,Time/space for learning,3,2024-06-01T10:03:00Z
LDT_4,LDT,Learning Culture,Shared responsibility,1,2024-06-01T10:03:00Z
LDT_4,LDT,Platform and Tools,Ease of navigation,2,2024-06-01T10:03:00Z
LDT_4,LDT,Platform and Tools,Integration with daily work,1,2024-06-01T10:03:00Z
LDT_4,LDT,Platform and Tools,Insightful data usage,3,2024-06-01T10:03:00Z
LDT_4,LDT,Platform and Tools,"Modern, relevant tools",2,2024-06-01T10:03:00Z
LDT_4,LDT,Integration with Talent,Learning-to-career connection,5,2024-06-01T10:03:00Z
LDT_4,LDT,Integration with Talent,Performance-driven development,5,2024-06-01T10:03:00Z
LDT_4,LDT,Integration with Talent,Role in succession planning,5,2024-06-01T10:03:00Z
LDT_4,LDT,Integration with Talent,Integration with HR systems,4,2024-06-01T10:03:00Z
LDT_4,LDT,Learning Impact,Beyond attendance tracking,4,2024-06-01T10:03:00Z
LDT_4,LDT,Learning Impact,Connection to business metrics,4,2024-06-01T10:03:00Z
LDT_4,LDT,Learning Impact,Observed behavior change,2,2024-06-01T10:03:00Z
LDT_4,LDT,Learning Impact,Continuous feedback loop,2,2024-06-01T10:03:00Z
LDT_4,LDT,Future Capability,Future skill planning,4,2024-06-01T10:03:00Z
LDT_4,LDT,Future Capability,Trend-based strategy,4,2024-06-01T10:03:00Z
LDT_4,LDT,Future Capability,Supports growth mindset,5,2024-06-01T10:03:00Z
LDT_4,LDT,Future Capability,Capability roadmap,4,2024-06-01T10:03:00Z
LDT_5,LDT,Strategic Connection,Alignment with business strategy,4,2024-06-01T10:04:00Z
LDT_5,LDT,Strategic Connection,Leadership support for learning,4,2024-06-01T10:04:00Z
LDT_5,LDT,Strategic Connection,Future capability planning,4,2024-06-01T10:04:00Z
LDT_5,LDT,Strategic Connection,Business stakeholder input,3,2024-06-01T10:04:00Z
